Idx,Wedge_rk,Wedge coords,Line_rk,Line basis,Klein_rk,Klein coords
609,4752," 6, 4, 3, 5, 1, 0",3847," 1, 0, 6, 4, 0, 1, 7, 2",6981," 4, 0, 3, 5, 8, 1"
610,4753," 7, 4, 3, 5, 1, 0",5866," 1, 0, 1, 7, 0, 1, 6, 4",6986," 2, 0, 3, 5, 8, 1"
611,4754," 8, 4, 3, 5, 1, 0",2868," 1, 0, 4, 3, 0, 1, 2, 5",6985," 6, 0, 3, 5, 8, 1"
612,4845," 0, 6, 4, 5, 1, 0",361," 1, 3, 0, 0, 0, 0, 1, 7",3380," 0, 0, 4, 5, 3, 1"
613,4846," 1, 6, 4, 5, 1, 0",2317," 1, 0, 7, 2, 0, 1, 6, 4",3386," 7, 0, 4, 5, 3, 1"
614,4847," 2, 6, 4, 5, 1, 0",1349," 1, 0, 5, 1, 0, 1, 3, 8",3383," 5, 0, 4, 5, 3, 1"
615,4848," 3, 6, 4, 5, 1, 0",6872," 1, 0, 3, 8, 0, 1, 2, 5",3385," 8, 0, 4, 5, 3, 1"
616,4849," 4, 6, 4, 5, 1, 0",5656," 1, 0, 8, 6, 0, 1, 5, 1",3382," 3, 0, 4, 5, 3, 1"
617,4850," 5, 6, 4, 5, 1, 0",4308," 1, 0, 2, 5, 0, 1, 4, 3",3388," 1, 0, 4, 5, 3, 1"
618,4851," 6, 6, 4, 5, 1, 0",3886," 1, 0, 6, 4, 0, 1, 1, 7",3387," 4, 0, 4, 5, 3, 1"
619,4852," 7, 6, 4, 5, 1, 0",5886," 1, 0, 1, 7, 0, 1, 8, 6",3384," 2, 0, 4, 5, 3, 1"
620,4853," 8, 6, 4, 5, 1, 0",2846," 1, 0, 4, 3, 0, 1, 7, 2",3381," 6, 0, 4, 5, 3, 1"
621,4890," 0, 2, 5, 5, 1, 0",725," 1, 7, 0, 0, 0, 0, 1, 7",1940," 0, 0, 5, 5, 1, 1"
622,4891," 1, 2, 5, 5, 1, 0",2322," 1, 0, 7, 2, 0, 1, 2, 5",1945," 7, 0, 5, 5, 1, 1"
623,4892," 2, 2, 5, 5, 1, 0",1338," 1, 0, 5, 1, 0, 1, 1, 7",1947," 5, 0, 5, 5, 1, 1"
624,4893," 3, 2, 5, 5, 1, 0",6887," 1, 0, 3, 8, 0, 1, 8, 6",1944," 8, 0, 5, 5, 1, 1"
625,4894," 4, 2, 5, 5, 1, 0",5684," 1, 0, 8, 6, 0, 1, 6, 4",1946," 3, 0, 5, 5, 1, 1"
626,4895," 5, 2, 5, 5, 1, 0",4291," 1, 0, 2, 5, 0, 1, 5, 1",1942," 1, 0, 5, 5, 1, 1"
627,4896," 6, 2, 5, 5, 1, 0",3853," 1, 0, 6, 4, 0, 1, 4, 3",1948," 4, 0, 5, 5, 1, 1"
628,4897," 7, 2, 5, 5, 1, 0",5849," 1, 0, 1, 7, 0, 1, 7, 2",1941," 2, 0, 5, 5, 1, 1"
629,4898," 8, 2, 5, 5, 1, 0",2896," 1, 0, 4, 3, 0, 1, 3, 8",1943," 6, 0, 5, 5, 1, 1"
630,5025," 0, 8, 6, 5, 1, 0",816," 1, 8, 0, 0, 0, 0, 1, 7",4100," 0, 0, 6, 5, 4, 1"
631,5026," 1, 8, 6, 5, 1, 0",2337," 1, 0, 7, 2, 0, 1, 8, 6",4104," 7, 0, 6, 5, 4, 1"
632,5027," 2, 8, 6, 5, 1, 0",1305," 1, 0, 5, 1, 0, 1, 4, 3",4108," 5, 0, 6, 5, 4, 1"
633,5028," 3, 8, 6, 5, 1, 0",6850," 1, 0, 3, 8, 0, 1, 7, 2",4101," 8, 0, 6, 5, 4, 1"
634,5029," 4, 8, 6, 5, 1, 0",5689," 1, 0, 8, 6, 0, 1, 2, 5",4105," 3, 0, 6, 5, 4, 1"
635,5030," 5, 8, 6, 5, 1, 0",4319," 1, 0, 2, 5, 0, 1, 6, 4",4106," 1, 0, 6, 5, 4, 1"
636,5031," 6, 8, 6, 5, 1, 0",3836," 1, 0, 6, 4, 0, 1, 5, 1",4102," 4, 0, 6, 5, 4, 1"
637,5032," 7, 8, 6, 5, 1, 0",5899," 1, 0, 1, 7, 0, 1, 3, 8",4103," 2, 0, 6, 5, 4, 1"
638,5033," 8, 8, 6, 5, 1, 0",2885," 1, 0, 4, 3, 0, 1, 1, 7",4107," 6, 0, 6, 5, 4, 1"
639,5043," 0, 1, 7, 5, 1, 0",543," 1, 5, 0, 0, 0, 0, 1, 7",2660," 0, 0, 7, 5, 2, 1"
640,5044," 1, 1, 7, 5, 1, 0",2339," 1, 0, 7, 2, 0, 1, 1, 7",2667," 7, 0, 7, 5, 2, 1"
641,5045," 2, 1, 7, 5, 1, 0",1321," 1, 0, 5, 1, 0, 1, 2, 5",2665," 5, 0, 7, 5, 2, 1"
642,5046," 3, 1, 7, 5, 1, 0",6856," 1, 0, 3, 8, 0, 1, 4, 3",2668," 8, 0, 7, 5, 2, 1"
643,5047," 4, 1, 7, 5, 1, 0",5717," 1, 0, 8, 6, 0, 1, 3, 8",2663," 3, 0, 7, 5, 2, 1"
644,5048," 5, 1, 7, 5, 1, 0",4302," 1, 0, 2, 5, 0, 1, 7, 2",2661," 1, 0, 7, 5, 2, 1"
645,5049," 6, 1, 7, 5, 1, 0",3884," 1, 0, 6, 4, 0, 1, 8, 6",2664," 4, 0, 7, 5, 2, 1"
646,5050," 7, 1, 7, 5, 1, 0",5838," 1, 0, 1, 7, 0, 1, 5, 1",2662," 2, 0, 7, 5, 2, 1"
647,5051," 8, 1, 7, 5, 1, 0",2863," 1, 0, 4, 3, 0, 1, 6, 4",2666," 6, 0, 7, 5, 2, 1"
648,5142," 0, 3, 8, 5, 1, 0",634," 1, 6, 0, 0, 0, 0, 1, 7",5540," 0, 0, 8, 5, 6, 1"
649,5143," 1, 3, 8, 5, 1, 0",2350," 1, 0, 7, 2, 0, 1, 3, 8",5543," 7, 0, 8, 5, 6, 1"
650,5144," 2, 3, 8, 5, 1, 0",1316," 1, 0, 5, 1, 0, 1, 6, 4",5546," 5, 0, 8, 5, 6, 1"
651,5145," 3, 3, 8, 5, 1, 0",6889," 1, 0, 3, 8, 0, 1, 1, 7",5547," 8, 0, 8, 5, 6, 1"
652,5146," 4, 3, 8, 5, 1, 0",5667," 1, 0, 8, 6, 0, 1, 7, 2",5541," 3, 0, 8, 5, 6, 1"
653,5147," 5, 3, 8, 5, 1, 0",4339," 1, 0, 2, 5, 0, 1, 8, 6",5544," 1, 0, 8, 5, 6, 1"
654,5148," 6, 3, 8, 5, 1, 0",3869," 1, 0, 6, 4, 0, 1, 2, 5",5545," 4, 0, 8, 5, 6, 1"
655,5149," 7, 3, 8, 5, 1, 0",5855," 1, 0, 1, 7, 0, 1, 4, 3",5548," 2, 0, 8, 5, 6, 1"
656,5150," 8, 3, 8, 5, 1, 0",2835," 1, 0, 4, 3, 0, 1, 5, 1",5542," 6, 0, 8, 5, 6, 1"
657,5196," 0, 0, 0, 6, 1, 0",7379," 0, 1, 0, 0, 0, 0, 1, 8",1105," 0, 0, 0, 4, 0, 1"
658,5197," 1, 0, 0, 6, 1, 0",1911," 1, 0, 3, 2, 0, 1, 0, 0",1113," 8, 0, 0, 4, 0, 1"
659,5198," 2, 0, 0, 6, 1, 0",1365," 1, 0, 6, 1, 0, 1, 0, 0",1109," 4, 0, 0, 4, 0, 1"
660,5199," 3, 0, 0, 6, 1, 0",6643," 1, 0, 1, 8, 0, 1, 0, 0",1107," 2, 0, 0, 4, 0, 1"
661,5200," 4, 0, 0, 6, 1, 0",5551," 1, 0, 7, 6, 0, 1, 0, 0",1112," 7, 0, 0, 4, 0, 1"
662,5201," 5, 0, 0, 6, 1, 0",4823," 1, 0, 8, 5, 0, 1, 0, 0",1108," 3, 0, 0, 4, 0, 1"
663,5202," 6, 0, 0, 6, 1, 0",3458," 1, 0, 2, 4, 0, 1, 0, 0",1106," 1, 0, 0, 4, 0, 1"
664,5203," 7, 0, 0, 6, 1, 0",6097," 1, 0, 4, 7, 0, 1, 0, 0",1111," 6, 0, 0, 4, 0, 1"
665,5204," 8, 0, 0, 6, 1, 0",2912," 1, 0, 5, 3, 0, 1, 0, 0",1110," 5, 0, 0, 4, 0, 1"
666,5331," 0, 6, 1, 6, 1, 0",180," 1, 1, 0, 0, 0, 0, 1, 8",6912," 0, 0, 1, 4, 8, 1"
667,5332," 1, 6, 1, 6, 1, 0",1926," 1, 0, 3, 2, 0, 1, 6, 1",6914," 8, 0, 1, 4, 8, 1"
668,5333," 2, 6, 1, 6, 1, 0",1386," 1, 0, 6, 1, 0, 1, 3, 2",6913," 4, 0, 1, 4, 8, 1"
669,5334," 3, 6, 1, 6, 1, 0",6681," 1, 0, 1, 8, 0, 1, 2, 4",6918," 2, 0, 1, 4, 8, 1"
670,5335," 4, 6, 1, 6, 1, 0",5583," 1, 0, 7, 6, 0, 1, 5, 3",6920," 7, 0, 1, 4, 8, 1"
671,5336," 5, 6, 1, 6, 1, 0",4890," 1, 0, 8, 5, 0, 1, 4, 7",6919," 3, 0, 1, 4, 8, 1"
672,5337," 6, 6, 1, 6, 1, 0",3531," 1, 0, 2, 4, 0, 1, 1, 8",6915," 1, 0, 1, 4, 8, 1"
673,5338," 7, 6, 1, 6, 1, 0",6150," 1, 0, 4, 7, 0, 1, 8, 5",6917," 6, 0, 1, 4, 8, 1"
674,5339," 8, 6, 1, 6, 1, 0",2973," 1, 0, 5, 3, 0, 1, 7, 6",6916," 5, 0, 1, 4, 8, 1"
675,5385," 0, 3, 2, 6, 1, 0",271," 1, 2, 0, 0, 0, 0, 1, 8",4032," 0, 0, 2, 4, 4, 1"
676,5386," 1, 3, 2, 6, 1, 0",1932," 1, 0, 3, 2, 0, 1, 3, 2",4033," 8, 0, 2, 4, 4, 1"
677,5387," 2, 3, 2, 6, 1, 0",1380," 1, 0, 6, 1, 0, 1, 6, 1",4034," 4, 0, 2, 4, 4, 1"
678,5388," 3, 3, 2, 6, 1, 0",6716," 1, 0, 1, 8, 0, 1, 1, 8",4035," 2, 0, 2, 4, 4, 1"
679,5389," 4, 3, 2, 6, 1, 0",5612," 1, 0, 7, 6, 0, 1, 7, 6",4036," 7, 0, 2, 4, 4, 1"
680,5390," 5, 3, 2, 6, 1, 0",4876," 1, 0, 8, 5, 0, 1, 8, 5",4037," 3, 0, 2, 4, 4, 1"
681,5391," 6, 3, 2, 6, 1, 0",3496," 1, 0, 2, 4, 0, 1, 2, 4",4038," 1, 0, 2, 4, 4, 1"
682,5392," 7, 3, 2, 6, 1, 0",6164," 1, 0, 4, 7, 0, 1, 4, 7",4039," 6, 0, 2, 4, 4, 1"
683,5393," 8, 3, 2, 6, 1, 0",2944," 1, 0, 5, 3, 0, 1, 5, 3",4040," 5, 0, 2, 4, 4, 1"
684,5484," 0, 5, 3, 6, 1, 0",453," 1, 4, 0, 0, 0, 0, 1, 8",2592," 0, 0, 3, 4, 2, 1"
685,5485," 1, 5, 3, 6, 1, 0",1943," 1, 0, 3, 2, 0, 1, 5, 3",2600," 8, 0, 3, 4, 2, 1"
686,5486," 2, 5, 3, 6, 1, 0",1426," 1, 0, 6, 1, 0, 1, 7, 6",2596," 4, 0, 3, 4, 2, 1"
687,5487," 3, 5, 3, 6, 1, 0",6658," 1, 0, 1, 8, 0, 1, 6, 1",2594," 2, 0, 3, 4, 2, 1"
688,5488," 4, 5, 3, 6, 1, 0",5618," 1, 0, 7, 6, 0, 1, 4, 7",2599," 7, 0, 3, 4, 2, 1"
689,5489," 5, 5, 3, 6, 1, 0",4896," 1, 0, 8, 5, 0, 1, 1, 8",2595," 3, 0, 3, 4, 2, 1"
690,5490," 6, 5, 3, 6, 1, 0",3479," 1, 0, 2, 4, 0, 1, 3, 2",2593," 1, 0, 3, 4, 2, 1"
691,5491," 7, 5, 3, 6, 1, 0",6135," 1, 0, 4, 7, 0, 1, 2, 4",2598," 6, 0, 3, 4, 2, 1"
692,5492," 8, 5, 3, 6, 1, 0",2965," 1, 0, 5, 3, 0, 1, 8, 5",2597," 5, 0, 3, 4, 2, 1"
693,5538," 0, 2, 4, 6, 1, 0",362," 1, 3, 0, 0, 0, 0, 1, 8",6192," 0, 0, 4, 4, 7, 1"
694,5539," 1, 2, 4, 6, 1, 0",1949," 1, 0, 3, 2, 0, 1, 2, 4",6198," 8, 0, 4, 4, 7, 1"
695,5540," 2, 2, 4, 6, 1, 0",1438," 1, 0, 6, 1, 0, 1, 1, 8",6195," 4, 0, 4, 4, 7, 1"
696,5541," 3, 2, 4, 6, 1, 0",6696," 1, 0, 1, 8, 0, 1, 8, 5",6197," 2, 0, 4, 4, 7, 1"
697,5542," 4, 2, 4, 6, 1, 0",5566," 1, 0, 7, 6, 0, 1, 6, 1",6194," 7, 0, 4, 4, 7, 1"
698,5543," 5, 2, 4, 6, 1, 0",4855," 1, 0, 8, 5, 0, 1, 5, 3",6200," 3, 0, 4, 4, 7, 1"
699,5544," 6, 2, 4, 6, 1, 0",3525," 1, 0, 2, 4, 0, 1, 4, 7",6199," 1, 0, 4, 4, 7, 1"
700,5545," 7, 2, 4, 6, 1, 0",6158," 1, 0, 4, 7, 0, 1, 7, 6",6196," 6, 0, 4, 4, 7, 1"
701,5546," 8, 2, 4, 6, 1, 0",2933," 1, 0, 5, 3, 0, 1, 3, 2",6193," 5, 0, 4, 4, 7, 1"
702,5673," 0, 8, 5, 6, 1, 0",726," 1, 7, 0, 0, 0, 0, 1, 8",3312," 0, 0, 5, 4, 3, 1"
703,5674," 1, 8, 5, 6, 1, 0",1964," 1, 0, 3, 2, 0, 1, 8, 5",3317," 8, 0, 5, 4, 3, 1"
704,5675," 2, 8, 5, 6, 1, 0",1432," 1, 0, 6, 1, 0, 1, 4, 7",3319," 4, 0, 5, 4, 3, 1"
705,5676," 3, 8, 5, 6, 1, 0",6704," 1, 0, 1, 8, 0, 1, 7, 6",3316," 2, 0, 5, 4, 3, 1"
706,5677," 4, 8, 5, 6, 1, 0",5589," 1, 0, 7, 6, 0, 1, 2, 4",3318," 7, 0, 5, 4, 3, 1"
707,5678," 5, 8, 5, 6, 1, 0",4838," 1, 0, 8, 5, 0, 1, 6, 1",3314," 3, 0, 5, 4, 3, 1"
708,5679," 6, 8, 5, 6, 1, 0",3490," 1, 0, 2, 4, 0, 1, 5, 3",3320," 1, 0, 5, 4, 3, 1"
709,5680," 7, 8, 5, 6, 1, 0",6118," 1, 0, 4, 7, 0, 1, 3, 2",3313," 6, 0, 5, 4, 3, 1"
710,5681," 8, 8, 5, 6, 1, 0",2985," 1, 0, 5, 3, 0, 1, 1, 8",3315," 5, 0, 5, 4, 3, 1"
711,5745," 0, 7, 6, 6, 1, 0",817," 1, 8, 0, 0, 0, 0, 1, 8",1872," 0, 0, 6, 4, 1, 1"
712,5746," 1, 7, 6, 6, 1, 0",1972," 1, 0, 3, 2, 0, 1, 7, 6",1876," 8, 0, 6, 4, 1, 1"
713,5747," 2, 7, 6, 6, 1, 0",1397," 1, 0, 6, 1, 0, 1, 5, 3",1880," 4, 0, 6, 4, 1, 1"
714,5748," 3, 7, 6, 6, 1, 0",6664," 1, 0, 1, 8, 0, 1, 3, 2",1873," 2, 0, 6, 4, 1, 1"
715,5749," 4, 7, 6, 6, 1, 0",5604," 1, 0, 7, 6, 0, 1, 8, 5",1877," 7, 0, 6, 4, 1, 1"
716,5750," 5, 7, 6, 6, 1, 0",4861," 1, 0, 8, 5, 0, 1, 2, 4",1878," 3, 0, 6, 4, 1, 1"
717,5751," 6, 7, 6, 6, 1, 0",3473," 1, 0, 2, 4, 0, 1, 6, 1",1874," 1, 0, 6, 4, 1, 1"
718,5752," 7, 7, 6, 6, 1, 0",6170," 1, 0, 4, 7, 0, 1, 1, 8",1875," 6, 0, 6, 4, 1, 1"
719,5753," 8, 7, 6, 6, 1, 0",2979," 1, 0, 5, 3, 0, 1, 4, 7",1879," 5, 0, 6, 4, 1, 1"
720,5799," 0, 4, 7, 6, 1, 0",544," 1, 5, 0, 0, 0, 0, 1, 8",5472," 0, 0, 7, 4, 6, 1"
721,5800," 1, 4, 7, 6, 1, 0",1978," 1, 0, 3, 2, 0, 1, 4, 7",5479," 8, 0, 7, 4, 6, 1"
722,5801," 2, 4, 7, 6, 1, 0",1418," 1, 0, 6, 1, 0, 1, 8, 5",5477," 4, 0, 7, 4, 6, 1"
723,5802," 3, 4, 7, 6, 1, 0",6675," 1, 0, 1, 8, 0, 1, 5, 3",5480," 2, 0, 7, 4, 6, 1"
724,5803," 4, 4, 7, 6, 1, 0",5624," 1, 0, 7, 6, 0, 1, 1, 8",5475," 7, 0, 7, 4, 6, 1"
725,5804," 5, 4, 7, 6, 1, 0",4844," 1, 0, 8, 5, 0, 1, 3, 2",5473," 3, 0, 7, 4, 6, 1"
726,5805," 6, 4, 7, 6, 1, 0",3519," 1, 0, 2, 4, 0, 1, 7, 6",5476," 1, 0, 7, 4, 6, 1"
727,5806," 7, 4, 7, 6, 1, 0",6112," 1, 0, 4, 7, 0, 1, 6, 1",5474," 6, 0, 7, 4, 6, 1"
728,5807," 8, 4, 7, 6, 1, 0",2950," 1, 0, 5, 3, 0, 1, 2, 4",5478," 5, 0, 7, 4, 6, 1"
729,5853," 0, 1, 8, 6, 1, 0",635," 1, 6, 0, 0, 0, 0, 1, 8",4752," 0, 0, 8, 4, 5, 1"
730,5854," 1, 1, 8, 6, 1, 0",1984," 1, 0, 3, 2, 0, 1, 1, 8",4755," 8, 0, 8, 4, 5, 1"
731,5855," 2, 1, 8, 6, 1, 0",1403," 1, 0, 6, 1, 0, 1, 2, 4",4758," 4, 0, 8, 4, 5, 1"
732,5856," 3, 1, 8, 6, 1, 0",6710," 1, 0, 1, 8, 0, 1, 4, 7",4759," 2, 0, 8, 4, 5, 1"
733,5857," 4, 1, 8, 6, 1, 0",5572," 1, 0, 7, 6, 0, 1, 3, 2",4753," 7, 0, 8, 4, 5, 1"
734,5858," 5, 1, 8, 6, 1, 0",4884," 1, 0, 8, 5, 0, 1, 7, 6",4756," 3, 0, 8, 4, 5, 1"
735,5859," 6, 1, 8, 6, 1, 0",3511," 1, 0, 2, 4, 0, 1, 8, 5",4757," 1, 0, 8, 4, 5, 1"
736,5860," 7, 1, 8, 6, 1, 0",6129," 1, 0, 4, 7, 0, 1, 5, 3",4760," 6, 0, 8, 4, 5, 1"
737,5861," 8, 1, 8, 6, 1, 0",2927," 1, 0, 5, 3, 0, 1, 6, 1",4754," 5, 0, 8, 4, 5, 1"
738,5925," 0, 0, 0, 7, 1, 0",7376," 0, 1, 0, 0, 0, 0, 1, 5",1156," 0, 0, 0, 7, 0, 1"
739,5926," 1, 0, 0, 7, 1, 0",2093," 1, 0, 5, 2, 0, 1, 0, 0",1161," 5, 0, 0, 7, 0, 1"
740,5927," 2, 0, 0, 7, 1, 0",1456," 1, 0, 7, 1, 0, 1, 0, 0",1163," 7, 0, 0, 7, 0, 1"
741,5928," 3, 0, 0, 7, 1, 0",7098," 1, 0, 6, 8, 0, 1, 0, 0",1160," 4, 0, 0, 7, 0, 1"
742,5929," 4, 0, 0, 7, 1, 0",5278," 1, 0, 4, 6, 0, 1, 0, 0",1162," 6, 0, 0, 7, 0, 1"
743,5930," 5, 0, 0, 7, 1, 0",4186," 1, 0, 1, 5, 0, 1, 0, 0",1158," 2, 0, 0, 7, 0, 1"
744,5931," 6, 0, 0, 7, 1, 0",3549," 1, 0, 3, 4, 0, 1, 0, 0",1164," 8, 0, 0, 7, 0, 1"
745,5932," 7, 0, 0, 7, 1, 0",5915," 1, 0, 2, 7, 0, 1, 0, 0",1157," 1, 0, 0, 7, 0, 1"
746,5933," 8, 0, 0, 7, 1, 0",3185," 1, 0, 8, 3, 0, 1, 0, 0",1159," 3, 0, 0, 7, 0, 1"
747,6069," 0, 7, 1, 7, 1, 0",177," 1, 1, 0, 0, 0, 0, 1, 5",4786," 0, 0, 1, 7, 5, 1"
748,6070," 1, 7, 1, 7, 1, 0",2109," 1, 0, 5, 2, 0, 1, 7, 1",4788," 5, 0, 1, 7, 5, 1"
749,6071," 2, 7, 1, 7, 1, 0",1479," 1, 0, 7, 1, 0, 1, 5, 2",4787," 7, 0, 1, 7, 5, 1"
750,6072," 3, 7, 1, 7, 1, 0",7137," 1, 0, 6, 8, 0, 1, 3, 4",4792," 4, 0, 1, 7, 5, 1"
751,6073," 4, 7, 1, 7, 1, 0",5313," 1, 0, 4, 6, 0, 1, 8, 3",4794," 6, 0, 1, 7, 5, 1"
752,6074," 5, 7, 1, 7, 1, 0",4251," 1, 0, 1, 5, 0, 1, 2, 7",4793," 2, 0, 1, 7, 5, 1"
753,6075," 6, 7, 1, 7, 1, 0",3627," 1, 0, 3, 4, 0, 1, 6, 8",4789," 8, 0, 1, 7, 5, 1"
754,6076," 7, 7, 1, 7, 1, 0",5961," 1, 0, 2, 7, 0, 1, 1, 5",4791," 1, 0, 1, 7, 5, 1"
755,6077," 8, 7, 1, 7, 1, 0",3243," 1, 0, 8, 3, 0, 1, 4, 6",4790," 3, 0, 1, 7, 5, 1"
756,6132," 0, 5, 2, 7, 1, 0",268," 1, 2, 0, 0, 0, 0, 1, 5",6226," 0, 0, 2, 7, 7, 1"
757,6133," 1, 5, 2, 7, 1, 0",2116," 1, 0, 5, 2, 0, 1, 5, 2",6227," 5, 0, 2, 7, 7, 1"
758,6134," 2, 5, 2, 7, 1, 0",1472," 1, 0, 7, 1, 0, 1, 7, 1",6228," 7, 0, 2, 7, 7, 1"
759,6135," 3, 5, 2, 7, 1, 0",7176," 1, 0, 6, 8, 0, 1, 6, 8",6229," 4, 0, 2, 7, 7, 1"
760,6136," 4, 5, 2, 7, 1, 0",5336," 1, 0, 4, 6, 0, 1, 4, 6",6230," 6, 0, 2, 7, 7, 1"
761,6137," 5, 5, 2, 7, 1, 0",4232," 1, 0, 1, 5, 0, 1, 1, 5",6231," 2, 0, 2, 7, 7, 1"
762,6138," 6, 5, 2, 7, 1, 0",3588," 1, 0, 3, 4, 0, 1, 3, 4",6232," 8, 0, 2, 7, 7, 1"
763,6139," 7, 5, 2, 7, 1, 0",5980," 1, 0, 2, 7, 0, 1, 2, 7",6233," 1, 0, 2, 7, 7, 1"
764,6140," 8, 5, 2, 7, 1, 0",3220," 1, 0, 8, 3, 0, 1, 8, 3",6234," 3, 0, 2, 7, 7, 1"
765,6240," 0, 8, 3, 7, 1, 0",450," 1, 4, 0, 0, 0, 0, 1, 5",4066," 0, 0, 3, 7, 4, 1"
766,6241," 1, 8, 3, 7, 1, 0",2128," 1, 0, 5, 2, 0, 1, 8, 3",4074," 5, 0, 3, 7, 4, 1"
767,6242," 2, 8, 3, 7, 1, 0",1514," 1, 0, 7, 1, 0, 1, 4, 6",4070," 7, 0, 3, 7, 4, 1"
768,6243," 3, 8, 3, 7, 1, 0",7114," 1, 0, 6, 8, 0, 1, 7, 1",4068," 4, 0, 3, 7, 4, 1"
769,6244," 4, 8, 3, 7, 1, 0",5343," 1, 0, 4, 6, 0, 1, 2, 7",4073," 6, 0, 3, 7, 4, 1"
770,6245," 5, 8, 3, 7, 1, 0",4264," 1, 0, 1, 5, 0, 1, 6, 8",4069," 2, 0, 3, 7, 4, 1"
771,6246," 6, 8, 3, 7, 1, 0",3572," 1, 0, 3, 4, 0, 1, 5, 2",4067," 8, 0, 3, 7, 4, 1"
772,6247," 7, 8, 3, 7, 1, 0",5954," 1, 0, 2, 7, 0, 1, 3, 4",4072," 1, 0, 3, 7, 4, 1"
773,6248," 8, 8, 3, 7, 1, 0",3231," 1, 0, 8, 3, 0, 1, 1, 5",4071," 3, 0, 3, 7, 4, 1"
774,6276," 0, 3, 4, 7, 1, 0",359," 1, 3, 0, 0, 0, 0, 1, 5",5506," 0, 0, 4, 7, 6, 1"
775,6277," 1, 3, 4, 7, 1, 0",2132," 1, 0, 5, 2, 0, 1, 3, 4",5512," 5, 0, 4, 7, 6, 1"
776,6278," 2, 3, 4, 7, 1, 0",1534," 1, 0, 7, 1, 0, 1, 6, 8",5509," 7, 0, 4, 7, 6, 1"
777,6279," 3, 3, 4, 7, 1, 0",7144," 1, 0, 6, 8, 0, 1, 1, 5",5511," 4, 0, 4, 7, 6, 1"
778,6280," 4, 3, 4, 7, 1, 0",5294," 1, 0, 4, 6, 0, 1, 7, 1",5508," 6, 0, 4, 7, 6, 1"
779,6281," 5, 3, 4, 7, 1, 0",4221," 1, 0, 1, 5, 0, 1, 8, 3",5514," 2, 0, 4, 7, 6, 1"
780,6282," 6, 3, 4, 7, 1, 0",3614," 1, 0, 3, 4, 0, 1, 2, 7",5513," 8, 0, 4, 7, 6, 1"
781,6283," 7, 3, 4, 7, 1, 0",5973," 1, 0, 2, 7, 0, 1, 4, 6",5510," 1, 0, 4, 7, 6, 1"
782,6284," 8, 3, 4, 7, 1, 0",3208," 1, 0, 8, 3, 0, 1, 5, 2",5507," 3, 0, 4, 7, 6, 1"
783,6339," 0, 1, 5, 7, 1, 0",723," 1, 7, 0, 0, 0, 0, 1, 5",2626," 0, 0, 5, 7, 2, 1"
784,6340," 1, 1, 5, 7, 1, 0",2139," 1, 0, 5, 2, 0, 1, 1, 5",2631," 5, 0, 5, 7, 2, 1"
785,6341," 2, 1, 5, 7, 1, 0",1521," 1, 0, 7, 1, 0, 1, 2, 7",2633," 7, 0, 5, 7, 2, 1"
786,6342," 3, 1, 5, 7, 1, 0",7156," 1, 0, 6, 8, 0, 1, 4, 6",2630," 4, 0, 5, 7, 2, 1"
787,6343," 4, 1, 5, 7, 1, 0",5317," 1, 0, 4, 6, 0, 1, 3, 4",2632," 6, 0, 5, 7, 2, 1"
788,6344," 5, 1, 5, 7, 1, 0",4202," 1, 0, 1, 5, 0, 1, 7, 1",2628," 2, 0, 5, 7, 2, 1"
789,6345," 6, 1, 5, 7, 1, 0",3584," 1, 0, 3, 4, 0, 1, 8, 3",2634," 8, 0, 5, 7, 2, 1"
790,6346," 7, 1, 5, 7, 1, 0",5938," 1, 0, 2, 7, 0, 1, 5, 2",2627," 1, 0, 5, 7, 2, 1"
791,6347," 8, 1, 5, 7, 1, 0",3263," 1, 0, 8, 3, 0, 1, 6, 8",2629," 3, 0, 5, 7, 2, 1"
792,6447," 0, 4, 6, 7, 1, 0",814," 1, 8, 0, 0, 0, 0, 1, 5",6946," 0, 0, 6, 7, 8, 1"
793,6448," 1, 4, 6, 7, 1, 0",2151," 1, 0, 5, 2, 0, 1, 4, 6",6950," 5, 0, 6, 7, 8, 1"
794,6449," 2, 4, 6, 7, 1, 0",1491," 1, 0, 7, 1, 0, 1, 8, 3",6954," 7, 0, 6, 7, 8, 1"
795,6450," 3, 4, 6, 7, 1, 0",7121," 1, 0, 6, 8, 0, 1, 5, 2",6947," 4, 0, 6, 7, 8, 1"
796,6451," 4, 4, 6, 7, 1, 0",5324," 1, 0, 4, 6, 0, 1, 1, 5",6951," 6, 0, 6, 7, 8, 1"
797,6452," 5, 4, 6, 7, 1, 0",4225," 1, 0, 1, 5, 0, 1, 3, 4",6952," 2, 0, 6, 7, 8, 1"
798,6453," 6, 4, 6, 7, 1, 0",3565," 1, 0, 3, 4, 0, 1, 7, 1",6948," 8, 0, 6, 7, 8, 1"
799,6454," 7, 4, 6, 7, 1, 0",5993," 1, 0, 2, 7, 0, 1, 6, 8",6949," 1, 0, 6, 7, 8, 1"
800,6455," 8, 4, 6, 7, 1, 0",3250," 1, 0, 8, 3, 0, 1, 2, 7",6953," 3, 0, 6, 7, 8, 1"
801,6510," 0, 2, 7, 7, 1, 0",541," 1, 5, 0, 0, 0, 0, 1, 5",1906," 0, 0, 7, 7, 1, 1"
802,6511," 1, 2, 7, 7, 1, 0",2158," 1, 0, 5, 2, 0, 1, 2, 7",1913," 5, 0, 7, 7, 1, 1"
